subid,session,run,trial,trial_type,side,response,correct,strength,response_time,cumulative_response_time,fixation_onset,fixation_dur,stim_onset,stim_dur,blank_onset,blank_dur,mask_onset,mask_dur,response_onset,response_dur,go_side,Staircase_stimulus,Presentation Duration
p08,1,1,1,go,right,right,1,strong,0.729,1.048,0.0,0.2,0.25,0.016666666666666666,0.26666666666666666,0.03333333333333333,0.3,0.2,0.5,1.3,right,8,0.01769114800481475
p08,1,1,2,nogo,left,right,0,strong,0.32,2.346,1.8,0.2,2.05,0.016666666666666666,2.066666666666667,0.03333333333333333,2.1,0.2,2.3,1.3,right,8,0.017809327498980565
p08,1,1,3,nogo,left,right,0,weak,0.16,4.017,3.6,0.2,3.85,0.13333333333333333,3.9833333333333334,0.03333333333333333,4.016666666666667,0.08333333333333333,4.1,1.3,right,8,0.14226963869077736
p08,1,1,4,nogo,left,NA,1,weak,NA,NA,5.4,0.2,5.65,0.13333333333333333,5.783333333333333,0.03333333333333333,5.816666666666666,0.08333333333333333,5.9,1.3,right,8,0.14224735173775116
p08,1,1,5,nogo,left,NA,1,weak,NA,NA,7.2,0.2,7.45,0.13333333333333333,7.583333333333333,0.03333333333333333,7.616666666666666,0.08333333333333333,7.7,1.3,right,8,0.1420479421649361
p08,1,1,6,Rest,Rest,Rest,Rest,Rest,Rest,Rest,9.0,5.4,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,5.4
p08,1,1,7,nogo,left,right,0,strong,0.463,15.448,14.4,0.2,14.65,0.016666666666666666,14.666666666666666,0.03333333333333333,14.7,0.2,14.9,1.3,right,8,0.01775566286596586
p08,1,1,8,go,right,right,1,weak,0.374,17.19,16.2,0.2,16.45,0.13333333333333333,16.583333333333332,0.03333333333333333,16.616666666666667,0.08333333333333333,16.7,1.3,right,8,0.14229896362667205
p08,1,1,9,catch,NA,right,1,catch,0.498,18.968,18.0,0.2,18.25,0.0,18.25,0.0,18.25,0.25,18.5,1.3,right,8,1.7888211004901677e-05
p08,1,1,10,nogo,left,right,0,weak,0.551,20.853,19.8,0.2,20.05,0.13333333333333333,20.183333333333334,0.03333333333333333,20.216666666666665,0.08333333333333333,20.3,1.3,right,8,0.14214442121010507
p08,1,1,11,nogo,left,NA,1,weak,NA,NA,21.6,0.2,21.85,0.13333333333333333,21.983333333333334,0.03333333333333333,22.016666666666666,0.08333333333333333,22.1,1.3,right,8,0.14229808387972298
