subid,session,run,trial,trial_type,side,response,correct,strength,response_time,cumulative_response_time,fixation_onset,fixation_dur,stim_onset,stim_dur,blank_onset,blank_dur,mask_onset,mask_dur,response_onset,response_dur,go_side,Staircase_stimulus,Presentation Duration
p08,1,3,1,nogo,left,right,0,weak,0.143,0.658,0.0,0.2,0.25,0.2,0.45,0.03333333333333333,0.48333333333333334,0.016666666666666666,0.5,1.3,right,12,0.21355973357640323
p08,1,3,2,nogo,left,right,0,strong,0.516,2.738,1.8,0.2,2.05,0.016666666666666666,2.066666666666667,0.03333333333333333,2.1,0.2,2.3,1.3,right,12,0.0177351354068378
p08,1,3,3,Rest,Rest,Rest,Rest,Rest,Rest,Rest,3.6,1.8,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,1.8
p08,1,3,4,catch,NA,right,1,catch,0.338,6.134,5.4,0.2,5.65,0.0,5.65,0.0,5.65,0.25,5.9,1.3,right,12,1.7594964447198436e-05
p08,1,3,5,go,right,right,1,strong,0.374,7.876,7.2,0.2,7.45,0.016666666666666666,7.466666666666667,0.03333333333333333,7.5,0.2,7.7,1.3,right,12,0.017770325332094217
p08,1,3,6,go,right,right,1,strong,0.463,9.671,9.0,0.2,9.25,0.016666666666666666,9.266666666666667,0.03333333333333333,9.3,0.2,9.5,1.3,right,12,0.01801225606686785
p08,1,3,7,Rest,Rest,Rest,Rest,Rest,Rest,Rest,10.8,1.8,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,1.8
p08,1,3,8,go,right,right,1,strong,0.338,13.174,12.6,0.2,12.85,0.016666666666666666,12.866666666666667,0.03333333333333333,12.9,0.2,13.1,1.3,right,12,0.017653612081630854
p08,1,3,9,nogo,left,right,0,strong,0.445,14.987,14.4,0.2,14.65,0.016666666666666666,14.666666666666666,0.03333333333333333,14.7,0.2,14.9,1.3,right,12,0.017829561707912944
p08,1,3,10,go,right,right,1,weak,1.049,17.494,16.2,0.2,16.45,0.2,16.65,0.03333333333333333,16.683333333333334,0.016666666666666666,16.7,1.3,right,12,0.2133908219402656
