subid,session,run,trial,trial_type,side,response,correct,strength,response_time,cumulative_response_time,fixation_onset,fixation_dur,stim_onset,stim_dur,blank_onset,blank_dur,mask_onset,mask_dur,response_onset,response_dur,go_side,Staircase_stimulus,Presentation Duration
p05,1,4,1,nogo,left,right,0,strong,0.64,0.954,0.0,0.2,0.25,0.016666666666666666,0.26666666666666666,0.03333333333333333,0.3,0.2,0.5,1.3,right,6,0.017835426694546186
p05,1,4,2,nogo,left,right,0,weak,0.48,2.589,1.8,0.2,2.05,0.1,2.15,0.03333333333333333,2.183333333333333,0.11666666666666667,2.3,1.3,right,6,0.10663162923174241
p05,1,4,3,Rest,Rest,Rest,Rest,Rest,Rest,Rest,3.6,1.8,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,1.8
p05,1,4,4,nogo,left,NA,1,weak,NA,NA,5.4,0.2,5.65,0.1,5.75,0.03333333333333333,5.783333333333333,0.11666666666666667,5.9,1.3,right,6,0.10660846253176715
p05,1,4,5,nogo,left,NA,1,weak,NA,NA,7.2,0.2,7.45,0.1,7.55,0.03333333333333333,7.583333333333333,0.11666666666666667,7.7,1.3,right,6,0.10658676207822282
p05,1,4,6,Rest,Rest,Rest,Rest,Rest,Rest,Rest,9.0,3.6,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,3.6
p05,1,4,7,go,right,right,1,weak,0.374,13.629,12.6,0.2,12.85,0.1,12.95,0.03333333333333333,12.983333333333333,0.11666666666666667,13.1,1.3,right,6,0.10667737613403006
p05,1,4,8,nogo,left,right,0,strong,0.409,15.372,14.4,0.2,14.65,0.016666666666666666,14.666666666666666,0.03333333333333333,14.7,0.2,14.9,1.3,right,6,0.01746182699662313
p05,1,4,9,go,right,right,1,strong,0.445,17.114,16.2,0.2,16.45,0.016666666666666666,16.466666666666665,0.03333333333333333,16.5,0.2,16.7,1.3,right,6,0.017804635510401567
p05,1,4,10,catch,NA,right,1,catch,0.463,18.785,18.0,0.2,18.25,0.0,18.25,0.0,18.25,0.25,18.5,1.3,right,6,1.6421964573964942e-05
p05,1,4,11,go,right,right,1,weak,0.32,20.438,19.8,0.2,20.05,0.1,20.15,0.03333333333333333,20.183333333333334,0.11666666666666667,20.3,1.3,right,6,0.10630876167579117
p05,1,4,12,nogo,left,NA,1,weak,NA,NA,21.6,0.2,21.85,0.1,21.95,0.03333333333333333,21.983333333333334,0.11666666666666667,22.1,1.3,right,6,0.10681197759458883
p05,1,4,13,go,right,right,1,weak,0.391,24.101,23.4,0.2,23.65,0.1,23.75,0.03333333333333333,23.783333333333335,0.11666666666666667,23.9,1.3,right,6,0.10663368197765521
p05,1,4,14,nogo,left,right,0,strong,0.498,25.914,25.2,0.2,25.45,0.016666666666666666,25.466666666666665,0.03333333333333333,25.5,0.2,25.7,1.3,right,6,0.017758595358827733
p05,1,4,15,nogo,left,right,0,strong,0.463,27.585,27.0,0.2,27.25,0.016666666666666666,27.266666666666666,0.03333333333333333,27.3,0.2,27.5,1.3,right,6,0.017790266290830914
p05,1,4,16,go,right,right,1,strong,0.463,29.292,28.8,0.2,29.05,0.016666666666666666,29.066666666666666,0.03333333333333333,29.1,0.2,29.3,1.3,right,6,0.017576487499354698
p05,1,4,17,go,right,right,1,weak,0.356,30.981,30.6,0.2,30.85,0.1,30.95,0.03333333333333333,30.983333333333334,0.11666666666666667,31.1,1.3,right,6,0.10664101321162889
p05,1,4,18,go,right,right,1,strong,0.516,32.847,32.4,0.2,32.65,0.016666666666666666,32.666666666666664,0.03333333333333333,32.7,0.2,32.9,1.3,right,6,0.017811086995607184
p05,1,4,19,Rest,Rest,Rest,Rest,Rest,Rest,Rest,34.2,1.8,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,1.8
p05,1,4,20,nogo,left,right,0,strong,0.427,36.385,36.0,0.2,36.25,0.016666666666666666,36.266666666666666,0.03333333333333333,36.3,0.2,36.5,1.3,right,6,0.01780053001948545
p05,1,4,21,go,right,right,1,weak,0.339,38.092,37.8,0.2,38.05,0.1,38.15,0.03333333333333333,38.18333333333333,0.11666666666666667,38.3,1.3,right,6,0.10664893094508443
p05,1,4,22,go,right,right,1,weak,0.285,39.834,39.6,0.2,39.85,0.1,39.95,0.03333333333333333,39.983333333333334,0.11666666666666667,40.1,1.3,right,6,0.10665244993742817
p05,1,4,23,nogo,left,NA,1,weak,NA,NA,41.4,0.2,41.65,0.1,41.75,0.03333333333333333,41.78333333333333,0.11666666666666667,41.9,1.3,right,6,0.1067902771410445
p05,1,4,24,nogo,left,NA,1,weak,NA,NA,43.2,0.2,43.45,0.1,43.55,0.03333333333333333,43.583333333333336,0.11666666666666667,43.7,1.3,right,6,0.10665978117140185
p05,1,4,25,nogo,left,NA,1,weak,NA,NA,45.0,0.2,45.25,0.1,45.35,0.03333333333333333,45.38333333333333,0.11666666666666667,45.5,1.3,right,6,0.10672869477366476
p05,1,4,26,nogo,left,right,0,strong,0.587,47.23,46.8,0.2,47.05,0.016666666666666666,47.06666666666667,0.03333333333333333,47.1,0.2,47.3,1.3,right,6,0.017743346392308013
p05,1,4,27,go,right,right,1,weak,0.321,48.759,48.6,0.2,48.85,0.1,48.95,0.03333333333333333,48.983333333333334,0.11666666666666667,49.1,1.3,right,6,0.10665978117140185
p05,1,4,28,catch,NA,right,1,catch,0.462,50.554,50.4,0.2,50.65,0.0,50.65,0.0,50.65,0.25,50.9,1.3,right,6,2.316670088475803e-05
p05,1,4,29,Rest,Rest,Rest,Rest,Rest,Rest,Rest,52.2,1.8,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,1.8
p05,1,4,30,nogo,left,right,0,strong,0.516,54.234,54.0,0.2,54.25,0.016666666666666666,54.266666666666666,0.03333333333333333,54.3,0.2,54.5,1.3,right,6,0.017789093293686165
p05,1,4,31,Rest,Rest,Rest,Rest,Rest,Rest,Rest,55.8,1.8,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,1.8
p05,1,4,32,catch,NA,right,1,catch,0.552,57.844,57.6,0.2,57.85,0.0,57.85,0.0,57.85,0.25,58.1,1.3,right,6,2.2580202312383335e-05
p05,1,4,33,go,right,right,1,weak,0.339,59.426,59.4,0.2,59.65,0.1,59.75,0.03333333333333333,59.78333333333333,0.11666666666666667,59.9,1.3,right,6,0.10667004490005638
p05,1,4,34,Rest,Rest,Rest,Rest,Rest,Rest,Rest,61.2,1.8,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,1.8
p05,1,4,35,go,right,right,1,strong,0.427,63.141,63.0,0.2,63.25,0.016666666666666666,63.266666666666666,0.03333333333333333,63.3,0.2,63.5,1.3,right,6,0.017800236769289768
p05,1,4,36,go,right,right,1,strong,0.374,64.794,64.8,0.2,65.05,0.016666666666666666,65.06666666666666,0.03333333333333333,65.1,0.2,65.3,1.3,right,6,0.017875895106953976
p05,1,4,37,nogo,left,NA,1,weak,NA,NA,66.6,0.2,66.85,0.1,66.95,0.03333333333333333,66.98333333333333,0.11666666666666667,67.1,1.3,right,6,0.10664717144845781
p05,1,4,38,catch,NA,right,1,catch,0.48,68.35,68.4,0.2,68.65,0.0,68.65,0.0,68.65,0.25,68.9,1.3,right,6,1.6421964573964942e-05
p05,1,4,39,nogo,left,right,0,strong,0.409,69.986,70.2,0.2,70.45,0.016666666666666666,70.46666666666667,0.03333333333333333,70.5,0.2,70.7,1.3,right,6,0.01780287601377495
p05,1,4,40,Rest,Rest,Rest,Rest,Rest,Rest,Rest,72.0,1.8,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,1.8
p05,1,4,41,go,right,right,1,strong,0.391,73.594,73.8,0.2,74.05,0.016666666666666666,74.06666666666666,0.03333333333333333,74.1,0.2,74.3,1.3,right,6,0.017797011027141707
p05,1,4,42,Rest,Rest,Rest,Rest,Rest,Rest,Rest,75.6,1.8,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,1.8
p05,1,4,43,go,right,right,1,strong,0.409,77.239,77.4,0.2,77.65,0.016666666666666666,77.66666666666667,0.03333333333333333,77.7,0.2,77.9,1.3,right,6,0.017582059237611247
p05,1,4,44,go,right,right,1,strong,0.41,78.946,79.2,0.2,79.45,0.016666666666666666,79.46666666666667,0.03333333333333333,79.5,0.2,79.7,1.3,right,6,0.017838652436694247
p05,1,4,1,nogo,left,NA,1,weak,NA,NA,84.2,0.2,84.45,0.1,84.55,0.03333333333333333,84.58333333333333,0.11666666666666667,84.7,1.3,right,6,0.10659585280882311
p05,1,4,2,go,right,right,1,strong,0.338,87.71,86.0,0.2,86.25,0.016666666666666666,86.26666666666667,0.03333333333333333,86.3,0.2,86.5,1.3,right,6,0.017852435157692526
p05,1,4,3,go,right,right,1,weak,0.409,89.577,87.8,0.2,88.05,0.1,88.15,0.03333333333333333,88.18333333333334,0.11666666666666667,88.3,1.3,right,6,0.10659555955953692
p05,1,4,4,nogo,left,NA,1,weak,NA,NA,89.6,0.2,89.85,0.1,89.95,0.03333333333333333,89.98333333333333,0.11666666666666667,90.1,1.3,right,6,0.10663808071785752
p05,1,4,5,go,right,right,1,weak,0.303,93.061,91.4,0.2,91.65,0.1,91.75,0.03333333333333333,91.78333333333333,0.11666666666666667,91.9,1.3,right,6,0.10666271366517321
p05,1,4,6,Rest,Rest,Rest,Rest,Rest,Rest,Rest,93.2,1.8,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,1.8
p05,1,4,7,nogo,left,right,0,strong,0.481,96.866,95.0,0.2,95.25,0.016666666666666666,95.26666666666667,0.03333333333333333,95.3,0.2,95.5,1.3,right,6,0.017856247399322456
p05,1,4,8,nogo,left,right,0,strong,0.498,98.59,96.8,0.2,97.05,0.016666666666666666,97.06666666666666,0.03333333333333333,97.1,0.2,97.3,1.3,right,6,0.017797890774090774
p05,1,4,9,catch,NA,right,1,catch,0.499,100.244,98.6,0.2,98.85,0.0,98.85,0.0,98.85,0.25,99.1,1.3,right,6,1.759496171871433e-05
p05,1,4,10,nogo,left,NA,1,weak,NA,NA,100.4,0.2,100.65,0.1,100.75,0.03333333333333333,100.78333333333333,0.11666666666666667,100.9,1.3,right,6,0.10667796263260243
p05,1,4,11,go,right,right,1,strong,0.516,103.764,102.2,0.2,102.45,0.016666666666666666,102.46666666666667,0.03333333333333333,102.5,0.2,102.7,1.3,right,6,0.017764753595656657
p05,1,4,12,nogo,left,NA,1,weak,NA,NA,104.0,0.2,104.25,0.1,104.35,0.03333333333333333,104.38333333333334,0.11666666666666667,104.5,1.3,right,6,0.1066808951254643
p05,1,4,13,Rest,Rest,Rest,Rest,Rest,Rest,Rest,105.8,1.8,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,1.8
p05,1,4,14,catch,NA,right,1,catch,0.445,109.062,107.6,0.2,107.85,0.0,107.85,0.0,107.85,0.25,108.1,1.3,right,6,1.671521386015229e-05
